id,file,key_or_location,locale,surfaces_and_states,original,final,coverage_status,slop_finding,pattern_and_reason,repair,no_slop_verdict,exception_reason,verification_evidence
"group-3-name:en","src/content/landing.json","features.groups.group-3.name","en","Features disclosure label","Catalog","Catalog","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"group-3-name:ar","src/content/landing.json","features.groups.group-3.name","ar","Features disclosure label","الكتالوج","الكتالوج","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"group-3-inventory:en","src/content/landing.json","features.groups.group-3.inventory","en","Expanded features disclosure","Products; bilingual content; statuses; images; hierarchical categories; reusable options; option values; color or visual swatches; generated variants; SKU and price overrides; image inheritance; product defaults; CSV import preview, import, and export; guided product workflows.","Products; bilingual content; statuses; images; hierarchical categories; reusable options; option values; color or visual swatches; generated variants; SKU and price overrides; image inheritance; product defaults; CSV import preview, import, and export; guided product workflows.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"group-3-inventory:ar","src/content/landing.json","features.groups.group-3.inventory","ar","Expanded features disclosure","المنتجات؛ محتوى ثنائي اللغة؛ الحالات؛ الصور؛ فئات متدرجة؛ خيارات قابلة لإعادة الاستخدام؛ قيم الخيارات؛ عينات ألوان أو خيارات مرئية؛ توليد التركيبات؛ رموز وأسعار مخصصة؛ وراثة الصور؛ إعدادات المنتج الافتراضية؛ معاينة واستيراد وتصدير CSV؛ إرشادات داخلية لعمليات المنتج.","المنتجات؛ محتوى ثنائي اللغة؛ الحالات؛ الصور؛ فئات متدرجة؛ خيارات قابلة لإعادة الاستخدام؛ قيم الخيارات؛ عينات ألوان أو خيارات مرئية؛ توليد التركيبات؛ رموز وأسعار مخصصة؛ وراثة الصور؛ إعدادات المنتج الافتراضية؛ معاينة واستيراد وتصدير CSV؛ إرشادات داخلية لعمليات المنتج.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"group-4-name:en","src/content/landing.json","features.groups.group-4.name","en","Features disclosure label","Merchandising","Merchandising","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"group-4-name:ar","src/content/landing.json","features.groups.group-4.name","ar","Features disclosure label","العرض والترويج","العرض والترويج","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"group-4-inventory:en","src/content/landing.json","features.groups.group-4.inventory","en","Expanded features disclosure","Bundles; tier pricing; combo offers; coupons; product/category targeting; hero banners; announcement bar; custom navigation; product widgets; reviews; recommendations; recently viewed; newsletter.","Bundles; tier pricing; combo offers; coupons; product/category targeting; hero banners; announcement bar; custom navigation; product widgets; reviews; recommendations; recently viewed; newsletter.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"group-4-inventory:ar","src/content/landing.json","features.groups.group-4.inventory","ar","Expanded features disclosure","الباقات؛ أسعار الشرائح؛ العروض المجمعة؛ الكوبونات؛ استهداف المنتجات والفئات؛ البانرات؛ شريط الإعلانات؛ تنقل مخصص؛ مكونات صفحة المنتج؛ المراجعات؛ التوصيات؛ المشاهدة الأخيرة؛ النشرة البريدية.","الباقات؛ أسعار الشرائح؛ العروض المجمعة؛ الكوبونات؛ استهداف المنتجات والفئات؛ البانرات؛ شريط الإعلانات؛ تنقل مخصص؛ مكونات صفحة المنتج؛ المراجعات؛ التوصيات؛ المشاهدة الأخيرة؛ النشرة البريدية.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"group-5-name:en","src/content/landing.json","features.groups.group-5.name","en","Features disclosure label","Inventory","Inventory","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"group-5-name:ar","src/content/landing.json","features.groups.group-5.name","ar","Features disclosure label","المخزون","المخزون","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"group-5-inventory:en","src/content/landing.json","features.groups.group-5.inventory","en","Expanded features disclosure","Inventory items and categories; multi-Location Store ledgers; reserved and available quantities; costs and valuation; low/out-of-stock visibility; controlled adjustments; movements; history; inline reports; CSV; guarded deletion; guided inventory workflows.","Inventory items and categories; multi-Location Store ledgers; reserved and available quantities; costs and valuation; low/out-of-stock visibility; controlled adjustments; movements; history; inline reports; CSV; guarded deletion; guided inventory workflows.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"group-5-inventory:ar","src/content/landing.json","features.groups.group-5.inventory","ar","Expanded features disclosure","أصناف وفئات المخزون؛ دفاتر المتجر متعددة المواقع؛ الكميات المحجوزة والمتاحة؛ التكاليف والتقييم؛ تنبيهات النقص والنفاد؛ تسويات منضبطة؛ الحركات؛ السجل؛ تقارير داخل الصفحة؛ CSV؛ حذف محمي؛ إرشادات داخلية لعمليات المخزون.","أصناف وفئات المخزون؛ دفاتر المتجر متعددة المواقع؛ الكميات المحجوزة والمتاحة؛ التكاليف والتقييم؛ تنبيهات النقص والنفاد؛ تسويات منضبطة؛ الحركات؛ السجل؛ تقارير داخل الصفحة؛ CSV؛ حذف محمي؛ إرشادات داخلية لعمليات المخزون.","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
"group-6-name:en","src/content/landing.json","features.groups.group-6.name","en","Features disclosure label","Dependencies and assembly","Dependencies and assembly","reviewed","none found","","","pass","","Source audit; rendered locale and state checks."
